编号,下注点A,下注类别,单点下注额S,组件筹码数,总下注额,基础赔率R,开奖结果B,覆盖/组件命中,幸运倍数L,奖励倍数G,是否命中,派彩口径不含本金,总返还口径含本金,现金净额,核对说明,覆盖数字
GOR-0325-05,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,5,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-06,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,6,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-07,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,7,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件5枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-08,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,8,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-09,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,9,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件5枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-10,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,10,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-11,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,11,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-12,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,12,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-13,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,13,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-14,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,14,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-15,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,15,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-16,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,16,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-17,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,17,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-18,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,18,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件5枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-19,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,19,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-20,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,20,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-21,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,21,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-22,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,22,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件5枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-23,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,23,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-24,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,24,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-25,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,25,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-26,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,26,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-27,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,27,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-28,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,28,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-29,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,29,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件5枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-30,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,30,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-31,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,31,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-32,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,32,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-33,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,33,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-34,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,34,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-35,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,35,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0325-36,邻注-18-左右2,邻注,S,5,S×5,直注组件合计,36,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×5,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,29"
GOR-0326-00,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,0,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-01,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,1,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-02,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,2,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-03,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,3,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-04,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,4,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-05,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,5,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-06,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,6,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-07,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,7,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-08,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,8,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-09,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,9,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-10,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,10,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-11,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,11,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-12,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,12,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-13,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,13,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-14,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,14,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-15,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,15,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-16,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,16,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-17,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,17,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-18,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,18,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-19,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,19,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-20,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,20,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-21,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,21,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-22,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,22,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-23,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,23,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-24,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,24,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-25,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,25,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-26,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,26,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-27,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,27,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-28,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,28,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-29,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,29,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-30,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,30,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-31,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,31,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-32,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,32,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-33,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,33,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-34,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,34,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-35,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,35,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0326-36,邻注-18-左右3,邻注,S,7,S×7,直注组件合计,36,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,18,22,28,29,31"
GOR-0327-00,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,0,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-01,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,1,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-02,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,2,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-03,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,3,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-04,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,4,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-05,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,5,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-06,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,6,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-07,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,7,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-08,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,8,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-09,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,9,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-10,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,10,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-11,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,11,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-12,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,12,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-13,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,13,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-14,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,14,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-15,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,15,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-16,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,16,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-17,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,17,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
GOR-0327-18,邻注-18-左右4,邻注,S,9,S×9,直注组件合计,18,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"7,9,12,14,18,22,28,29,31"
